Vannkraftverk

Løpenummer;Navn;Type;Hovedeier;Org.nr. hovedeier;Fylke;Fylkesnr.;Kommune;Kommunenr.;Dato for første utnyttelse av fallet;Dato for eldste kraftproduserende del;Maks ytelse [MW];Midl. årsproduksjon (ref. 1981-2010) [GWh];Brutto fallhøyde [m];Maksimal slukeevne [m3/s];Energiekvivalent [kWh/m3];Elspotområde;Reginenr.
1449;Bruvollelva;Kraftverk;SMÅKRAFT AS;984616155;Trøndelag;50;Snåase %u2013 Snåsa;41;2010-05-27;2010-05-27;3,8;12,4;109,4;3,85;0,274;3;128.D2Z;
48;Brødbølfoss;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Kongsvinger;01;1920-01-01;1976-05-03;2,4;13,8805;40;8,02;0,082;1;313.A1D1;
1906;Bråberg;Kraftverk;BRÅBERG KRAFT AS;998784840;Vestland;46;Ullensvang;18;2018-04-18;2018-04-18;1,95;6,4;153;1,58;0,343;5;048.2A0;
535;Buavatn;Pumpe;NTE ENERGI AS;988340715;Trøndelag;50;Steinkjer;06;1988-07-03;1988-07-03;-6;-6,1023;0;9,01;-0,185;3;130.2A;
1147;Budalselva;Kraftverk;MODALEN KRAFTLAG SA;877051412;Vestland;46;Modalen;29;2005-05-10;2005-05-10;0,3;1,6;;;;5;064.A2Z;
1590;Budalselva;Kraftverk;BUDALSELVA KRAFT AS;994507095;Vestland;46;Kinn;02;2010-11-08;2010-11-08;0,54;3,07;107;0,537;0,279;3;085.4Z;
49;Buer;Kraftverk;SMÅKRAFT AS;984616155;Viken;30;Rakkestad;16;1985-01-01;1985-01-01;1,5;5,3448;16;10,1;0,043;1;002.AA0;
1946;Bukkskinn;Kraftverk;;;Troms og Finnmark Romsa ja Finnmárku;54;Senja;21;2009-01-01;2009-01-01;0,01;0,06;;;;4;193.62;
1364;Bulko;Kraftverk;BULKO KRAFT AS;990576289;Vestland;46;Voss;21;2008-04-21;2008-04-21;2,35;7,6;131;2,14;0,306;5;052.1C;
1415;Buru;Kraftverk;;;Trøndelag;50;Midtre Gauldal;27;2008-01-01;2008-01-01;0,015;0,055;;;;3;122.BB10;
1234;Buset;Kraftverk;BUSET KRAFT AS;883862732;Møre og Romsdal;15;Ørsta;20;2002-12-05;2002-12-05;1,2;4,91;;;;3;095.3BA;
934;Buset mikrokraftverk;Kraftverk;BUSET KRAFT AS;883862732;Møre og Romsdal;15;Ørsta;20;2000-01-01;2000-01-01;0,018;0,03;;;;3;095.3Z;
1294;Byaelva;Kraftverk;BYAKRAFT AS;984361521;Trøndelag;50;Levanger;37;2006-01-01;2006-01-01;0,088;0,4;28;0,62;0,039;3;126.3A;
746;Byafossen;Kraftverk;NTE ENERGI AS;988340715;Trøndelag;50;Steinkjer;06;1957-10-01;1957-10-01;6;34,8;8;75;0,022;3;128.B1;
1058;Byrkjedal;Kraftverk;BYRKJEDAL KRAFTVERK AS;979733321;Rogaland;11;Gjesdal;22;1999-01-01;1999-01-01;0,63;2,1;;;;2;030.2AZ;
1354;Byrkjelo;Kraftverk;BYRKJELO KRAFT AS;985133182;Vestland;46;Gloppen;50;2007-08-25;2007-08-25;13,27;61,5;137;12,06;0,306;3;087.CZ;
1806;Byro;Kraftverk;SMÅKRAFT AS;984616155;Vestland;46;Ullensvang;18;2016-09-16;2016-09-16;3,2;9,44;487,91;0,76;1,17;5;048.310;
50;Byrte;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestfold og Telemark;38;Tokke;24;1969-09-09;1969-09-09;20;135,3363;285;8,01;0,694;2;016.BE2B;
912;Bæverfjord Gård Kraftverk;Kraftverk;;;Møre og Romsdal;15;Surnadal;66;1971-01-01;1971-01-01;0,0176;0,07;;;;3;112.31;
1674;Bøaåni;Pumpe;E-CO ENERGI AS;976894677;Innlandet;34;Vang;54;1973-01-01;1973-01-01;-1,178;0;;2,2;;1;012.Q3A;
1227;Bøen I;Kraftverk;BØEN KRAFT AS;988376582;Rogaland;11;Hjelmeland;33;2006-04-06;2006-04-06;1,8;5;91;2,35;0,213;2;033.2Z;
1879;Bøen II;Kraftverk;BØEN KRAFT AS;988376582;Rogaland;11;Hjelmeland;33;2016-05-09;2016-05-09;2,99;10,5;263;1,355;0,613;2;033.2Z;
51;Bøhnsdalen;Kraftverk;GLOMMA KRAFTPRODUKSJON AS;987287608;Viken;30;Eidsvoll;35;1986-05-22;1986-05-22;3;11,5672;18,2;22,52;0,037;1;002.DAA4;
866;Børter 1;Kraftverk;BØRTER E VERK ANS;970458883;Viken;30;Enebakk;28;1914-01-01;1914-01-01;0,45;2;;;;1;002.C4B;
867;Børter 2;Kraftverk;BØRTER E VERK ANS;970458883;Viken;30;Enebakk;28;1922-01-01;1922-01-01;0,25;1;;;;1;002.C4B;
52;Børtveit;Kraftverk;SUNNHORDLAND KRAFTLAG AS;916435711;Vestland;46;Stord;14;1921-01-01;1921-01-01;2,4;9,947;356,39;0,8;0,833;2;044.2Z;
53;Bøylefoss;Kraftverk;ARENDALS FOSSEKOMPANI ASA;910261525;Agder;42;Froland;14;1912-01-01;1912-01-01;65;419,0624;62;124;0,146;2;019.B7;
54;Båtsvatn;Kraftverk;STATKRAFT ENERGI AS;987059729;Nordland;18;Narvik;06;1977-03-03;1977-03-03;30;104,9062;204,8;17,01;0,49;4;173.C3;
1206;Cabardasjohka;Kraftverk;YMBER PRODUKSJON AS;914678412;Troms og Finnmark Romsa ja Finnmárku;54;Guovdageaidnu-Kautokeino;30;1953-01-01;2003-10-22;0,7;3,5;5,5;14;;4;212.GA4;
1149;Cermaq Norway AS avd, Dyping;Kraftverk;CERMAQ NORWAY AS;961922976;Nordland;18;Steigen;48;2002-01-01;2002-01-01;0,15;0,9;;;;4;169.52;
615;Corrojavrrit;Kraftverk;KVÆNANGEN KRAFTVERK AS;913680294;Troms og Finnmark Romsa ja Finnmárku;54;Kvænangen;29;1990-11-04;1990-11-04;1,7;11,7692;42;4,71;0,1;4;209.4AB;
1428;Dahlefoss;Kraftverk;SMÅKRAFT AS;984616155;Trøndelag;50;Flatanger;49;2009-08-01;2009-08-01;0,98;4,8;16,7;7,5;0,036;3;137.7Z;
55;Daja;Kraftverk;SKS PRODUKSJON AS;915637353;Nordland;18;Fauske %u2013 Fuossko;41;1958-01-01;1958-01-01;30;155,7169;155;24;0,347;4;164.E3;
1735;Dalabekken;Kraftverk;OLE PETTER ESTENSTAD;992199016;Trøndelag;50;Melhus;28;2009-11-19;2009-11-19;0,022;0,06;50;0,074;0,083;3;122.2D;
954;Dalane;Kraftverk;STRYN ENERGI AS;976626192;Vestland;46;Stryn;51;1920-01-01;2017-12-08;1,44;7,43;118,3;1,4;0,286;3;089.B7D;
608;Dale;Kraftverk;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Volda;77;1990-10-01;1990-10-01;5,2;25,0363;619;1;1,444;3;094.2AZ;
836;Dale;Kraftverk;DALE KRAFT AS;919751134;Vestland;46;Sogndal;40;2005-07-01;2005-07-01;2,95;12;265;1,325;0,618;5;078.62Z;
56;Dale II;Kraftverk;BKK PRODUKSJON AS;876944642;Vestland;46;Vaksdal;28;1990-07-01;1990-07-01;150;664,406;369,1;42;0,992;5;061.A;
1896;Daleelva;Kraftverk;MYKLEBUST ENERGI AS;915026249;Vestland;46;Gloppen;50;2017-05-24;2017-05-24;2,5;9;93;3;0,231;3;087.CC;
1567;Dalegjerdet;Kraftverk;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Ørsta;20;2012-06-21;2012-06-21;2,3;6;191,6;1,3;0,491;3;097.11Z;
1547;Dalelva;Kraftverk;DALELVO KRAFT AS;993320013;Vestland;46;Kvinnherad;17;2010-08-31;2010-08-31;3,1;9,3;137;2,6;0,331;5;046.42Z;
1594;Dalelva;Kraftverk;DALELVA KRAFT AS;988295302;Vestland;46;Fjaler;46;2006-06-01;2006-06-01;0,9;3,2;125;0,87;0,287;3;082.5Z;
190;Dalen 1;Kraftverk;JØRPELAND KRAFT AS;962130453;Rogaland;11;Strand;30;2010-08-17;2010-08-17;4,9;17,459;181;3,5;0,389;2;032.A2;
1558;Dalsbekken;Kraftverk;MYKLEBUSTDALEN ENERGI AS;988967246;Vestland;46;Kvinnherad;17;2010-04-13;2010-04-13;0,7;2,7;434;0,2;0,972;2;045.31Z;
1593;Dalselva;Kraftverk;DALBYGDA KRAFTSENTER AS;990414068;Rogaland;11;Tysvær;46;2010-03-19;2010-03-19;0,3;1,2;;;;2;039.1Z;
57;Dalsfos;Kraftverk;SKAGERAK KRAFT AS;979563531;Vestfold og Telemark;38;Kragerø;14;1907-01-01;1907-01-01;6,2;32,283;22;36;0,048;2;017.B;
359;Dalvatn;Kraftverk;Aktieselskabet Saudefaldene;915729290;Rogaland;11;Sauda;35;1978-01-01;1978-01-01;35,4;173,3778;185;22,1;0,445;2;037.B9;
1366;Dauremål;Kraftverk;SFE PRODUKSJON AS;984882106;Vestland;46;Bremanger;48;2007-06-04;2007-06-04;4,95;14,5;172,35;3,3;0,417;3;086.7B;
1068;Deilbekken;Kraftverk;;;Vestfold og Telemark;38;Drangedal;15;2005-01-01;2005-01-01;0,027;0,108;;;;2;017.FA0;
1502;Deveggåe;Kraftverk;DEVEGGÅE KRAFT AS;993395471;Viken;30;Nore og Uvdal;52;2011-04-15;2011-04-15;2,997;8,25;;;;5;015.JB60;
1253;Dirdal;Kraftverk;DIRDAL KRAFT AS;976921259;Rogaland;11;Gjesdal;22;2007-07-11;2007-07-11;1,6;6;413;0,454;0,92;2;030.21Z;
1620;Dittielva;Kraftverk;NORDIC POWER AS;914341183;Troms og Finnmark Romsa ja Finnmárku;54;Bardu;16;2012-11-06;2012-11-06;5,6;9,85;283,5;2,46;0,632;4;196.AC5Z;
58;Dividalen;Kraftverk;TROMS KRAFT PRODUKSJON AS;979152116;Troms og Finnmark Romsa ja Finnmárku;54;Målselv;18;1972-12-18;1972-12-18;26;124,5671;278,5;11,59;0,623;4;196.DA2;
59;Djupdal;Kraftverk;GLITRE ENERGI PRODUKSJON AS;979487223;Viken;30;Rollag;51;1976-12-21;1976-12-21;14,3;62,7783;16;120;0,037;1;015.G21;
60;Djupfjord I;Kraftverk;VESTERÅLSKRAFT PRODUKSJON AS;977044863;Nordland;18;Sortland %u2013 Suortá;70;1952-01-01;1952-01-01;5,1;23,529;146;4;0,354;4;178.44A;
61;Djupfjord II;Kraftverk;VESTERÅLSKRAFT PRODUKSJON AS;977044863;Nordland;18;Sortland %u2013 Suortá;70;1957-01-01;1957-01-01;2,6;8,1091;109;3,29;0,218;4;178.44B;
1095;Djupvika;Kraftverk;;;Troms og Finnmark Romsa ja Finnmárku;54;Alta;03;2001-01-01;2001-01-01;0,038;0,2;;;;4;213.11;
1191;Djupå;Kraftverk;DJUPÅ EINAR;969636905;Trøndelag;50;Hitra;56;1998-01-01;1998-01-01;0,008;0,05;;;;3;119.74;
1016;Djuv;Kraftverk;;;Rogaland;11;Sauda;35;2009-01-01;2009-01-01;0,045;0,27;;;;2;037.32;
537;Dokka;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Søndre Land;47;1989-12-14;1989-12-14;44,6;140,0683;130;41,02;0,301;1;012.EC72;
1582;Dokkelva;Kraftverk;SMÅKRAFT AS;984616155;Møre og Romsdal;15;Molde;06;2012-03-29;2012-03-29;5,49;18,6;143;4,8;0,318;3;104.3Z;
62;Dragefossen;Kraftverk;DRAGEFOSSEN AS;911204177;Nordland;18;Saltdal;40;1987-02-13;1987-02-13;3,3;9,5462;100;3,79;0,24;4;163.A1A;
1014;Drarvik;Kraftverk;;;Rogaland;11;Suldal;34;2000-01-01;2000-01-01;0,022;0,093;;;;2;036.32;
1727;Draura;Kraftverk;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Volda;77;2013-01-29;2013-01-29;2,5;6;206,2;1,5;0,463;3;097.322Z;
1866;Dravlaus;Kraftverk;DRAVLAUS KRAFT AS;915183530;Møre og Romsdal;15;Volda;77;2016-11-17;2016-11-17;4,18;14,5;236;2,1;0,553;3;094.12Z;
63;Driva;Kraftverk;TRØNDERENERGI KRAFT AS;878631072;Møre og Romsdal;15;Sunndal;63;1973-04-06;1973-04-06;140;602,4465;565,59;30,01;1,296;3;109.B20;
1406;Drivdal;Kraftverk;DALANE KRAFT AS;982388406;Rogaland;11;Lund;12;2008-04-14;2008-04-14;2,3;8,5;;;;2;026.B0;
1087;Drivdalselva;Kraftverk;VELLE KRAFT AS;983640451;Møre og Romsdal;15;Sykkylven;28;2002-01-01;2002-01-01;0,35;1,5;;;;3;097.7C;
64;Duge;Pumpekraftverk;SIRA KVINA KRAFTSELSKAP;954090493;Rogaland;11;Sandnes;08;1979-03-01;1979-03-01;200;302,6558;220;99,91;0,555;2;026.M;
1574;Dvergsdalsdalen;Kraftverk;DVERGSDALSDALEN KRAFTVERK AS;994193953;Vestland;46;Sunnfjord;47;2010-11-17;2010-11-17;2;7,2;285;0,85;0,654;3;084.E3Z;
1606;Dversetelva;Kraftverk;DRAGEFOSSEN AS;911204177;Nordland;18;Saltdal;40;2011-06-07;2011-06-07;3,68;9,5;108,75;4,08;0,251;4;163.2Z;
65;Dynjanfoss;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Vestfold og Telemark;38;Nissedal;22;1951-10-31;1951-10-31;33;173,1927;80,19;47,99;0,191;2;019.DA3;
899;Dyrbakk;Kraftverk;MODUM KRAFTPRODUKSJON KF;971030674;Viken;30;Modum;47;1913-07-01;1913-07-01;0,57;2,5;;;;1;012.D52;
977;Dyrhovden;Kraftverk;DYRHOVDEN ENERGI;979813015;Vestland;46;Samnanger;23;1998-01-01;1998-01-01;0,069;0,3;;;;5;055.B4;
1616;Dyrkorn;Kraftverk;TAFJORD KRAFTPRODUKSJON AS;977461898;Møre og Romsdal;15;Fjord;78;2011-05-31;2011-05-31;2,8;10;220,8;1,5;0,519;3;100.31Z;
66;Dyrnesli;Kraftverk;VADHEIM KRAFT AS;813442612;Vestland;46;Høyanger;38;1907-09-01;1907-09-01;6,5;49,0088;314;2,59;0,697;3;080.22A;
904;Dyrstad;Kraftverk;DYRSTAD KRAFT DA;979931565;Vestland;46;Bremanger;48;1999-01-01;1999-01-01;0,99;4,5;;;;3;086.22;
1570;Døla;Kraftverk;CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB;915640850;Trøndelag;50;Steinkjer;06;2011-03-01;2011-03-01;2,1;6,9;169;1,4;0,417;3;128.3A2Z;
872;Døsen;Kraftverk;;;Vestland;46;Luster;44;2004-01-01;2004-01-01;0,09;0,7;;;;5;075.6A;
1048;Døvik;Kraftverk;DØVIK KRAFT AS;985904057;Rogaland;11;Strand;30;2004-01-01;2004-01-01;0,8;5;;;;2;033.13;
67;Døvikfoss;Kraftverk;GLITRE ENERGI PRODUKSJON AS;979487223;Viken;30;Modum;47;1975-04-10;1975-04-10;15;103,1584;6,09;297,61;0,014;1;012.B6;
1136;Eftestøl;Kraftverk;EFTESTØL Ole Tom;969095335;Agder;42;Kvinesdal;27;2000-01-01;2000-01-01;0,4;1,312;;;;2;025.AC4Z;
1378;Egge;Kraftverk;EGGE KRAFT AS;989439960;Vestland;46;Gloppen;50;2007-03-21;2007-03-21;5;19;322;1,8;0,772;3;087.D4A;
777;Eid;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Sør-Aurdal;49;2000-07-07;2000-07-07;9,6;55,4174;12,5;85;0,031;1;012.H51;
1553;Eide;Kraftverk;EIRIK M EIDE;981950275;Vestland;46;Fitjar;15;2008-01-07;2008-01-07;0,09;0,33;210;0,052;0,481;2;044.1;
68;Eidefossen;Kraftverk;AS EIDEFOSS;911305631;Innlandet;34;Vågå;35;1983-06-23;1983-06-23;13,2;85,6;18,89;93,83;0,039;3;002.DHA42;
69;Eidesfossen;Kraftverk;HARDANGER ENERGI AS;983502601;Vestland;46;Ullensvang;18;1954-01-01;1954-01-01;3,8;19,8;70;6,8;0,155;5;047.2B0;
70;Eidet;Kraftverk;SKAGERAK KRAFT AS;979563531;Vestfold og Telemark;38;Skien;07;1960-01-01;1960-01-01;2,3;17;5;60;0,0106;2;016.A122;
1224;Eidsdal;Kraftverk;EIDSDAL KRAFT AS;988339385;Møre og Romsdal;15;Fjord;78;2006-09-27;2006-09-27;6,085;25;196;3,59;0,471;3;099.1A;
1453;Eidsetelva;Kraftverk;SMÅKRAFT AS;984616155;Møre og Romsdal;15;Volda;77;2011-09-07;2011-09-07;1,8;6;390;0,55;0,909;3;094.212;
72;Eidsfoss;Kraftverk;NORSJØKRAFT AS;998890314;Vestfold og Telemark;38;Nome;16;1964-12-14;1964-12-14;15;97,0593;10;166,66;0,025;2;016.BA2;
73;Eidsfoss;Kraftverk;VANG ENERGIVERK KF;871028362;Innlandet;34;Vang;54;1956-01-01;1956-01-01;4,1;16,2992;49;10,85;0,104;1;012.Q2;
1120;Eidsfoss;Kraftverk;Aktieselskapet Eidsfos Verk;911314436;Vestfold og Telemark;38;Holmestrand;02;1903-01-01;1903-01-01;0,9;4;;;;2;012.AB6;
71;Eidsfossen;Kraftverk;GLOPPEN ENERGI AS;993039330;Vestland;46;Gloppen;50;1917-01-01;1917-01-01;7;50,2573;32,5;26,3;0,074;3;087.A12;
1380;Eidsfossen;Kraftverk;TRØNDERENERGI KRAFT AS;878631072;Trøndelag;50;Heim;55;1922-12-31;1922-12-31;0,4;1,1;31;2;;3;119.1C;
1828;Eidsland 1;Kraftverk;EIDSLAND ENERGI AS;921662114;Vestland;46;Vaksdal;28;2015-06-29;2015-06-29;0,48;2;123;0,42;0,317;5;063.A10;
1964;Eidsland 2;Kraftverk;EIDSLAND ENERGI AS;921662114;Vestland;46;Vaksdal;28;2019-12-20;2019-12-20;0,63;1,3;260;0,32;0,547;5;063.A10;
864;Eikedalsvatten;Kraftverk;;;Møre og Romsdal;15;Molde;06;1986-01-01;1986-01-01;0,032;0,09;;;;3;104.B2;
74;Eikelandsosen;Kraftverk;SUNNHORDLAND KRAFTLAG AS;916435711;Vestland;46;Bjørnafjorden;24;1986-09-01;1986-09-01;30;96,3947;500;7,2;1,15;2;055.2Z;
915;Eimstad;Kraftverk;;;Vestland;46;Voss;21;2002-01-01;2002-01-01;0,019;0,111;;;;5;062.E11;
75;Einunna;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Folldal;29;1955-03-30;1955-03-30;9;42,6934;121,69;8,98;0,277;1;002.MBA4;
1739;Eiriksdal;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestland;46;Høyanger;38;2013-11-22;2013-11-22;80;342;570,4;16;1,389;3;079.BA2;
1752;Eitro;Kraftverk;EITRO KRAFTVERK AS;890712592;Vestland;46;Bjørnafjorden;24;2013-05-31;2013-05-31;4,1;12,9;510,4;0,95;1,199;2;053.D3;
1418;Ekkjestølen;Kraftverk;SMÅKRAFT AS;984616155;Vestland;46;Ullensvang;18;2009-03-04;2009-03-04;4;17,1;;;;2;036.E2;
1907;Eldao;Kraftverk;ELDAO KRAFTVERK AS;913347412;Vestland;46;Luster;44;2018-10-25;2018-10-25;9,8;29;201;5,8;0,469;5;077.C4Z;
1571;Eldrevatn;Kraftverk;ØSTFOLD ENERGI AS;879904412;Vestland;46;Lærdal;42;2013-10-28;2013-10-28;4,9;24;141,4;3,9;0,349;5;073.CD2A2A0;
1622;Ellenelva;Kraftverk;NORDIC POWER AS;914341183;Troms og Finnmark Romsa ja Finnmárku;54;Tromsø;01;2012-08-29;2012-08-29;4,8;13,2;176;3,3;0,404;4;203.A0;
1167;Ellingsbekken;Kraftverk;KIÆR MYKLEBY Anders Kiær;961272432;Innlandet;34;Stor-Elvdal;23;2005-01-01;2005-01-01;0,037;0,08;24;0,2;;1;002.K6A2;
1655;Embla;Kraftverk;EMBLA KRAFT AS;994230905;Møre og Romsdal;15;Stranda;25;2012-08-15;2012-08-15;4,9;16,5;411,65;1,5;0,907;3;098.3C;
76;Embretsfoss;Kraftverk;EMBRETSFOSSKRAFTVERKENE DA;996257959;Viken;30;Modum;47;1921-01-01;1954-01-01;71;335;16,3;475;0,042;1;012.C1;
1318;Engeset;Kraftverk;ENGESET KRAFT AS;987857048;Møre og Romsdal;15;Stranda;25;2007-01-17;2007-01-17;5,1;18;128;;;3;098.3AZ;
1285;Epteland;Kraftverk;ALF DYBING;969939355;Rogaland;11;Eigersund;01;2006-12-07;2006-12-07;0,2;0,824;;;;2;027.3C0;
1083;Erdal;Kraftverk;ERDAL MINIKRAFT AS;986364366;Vestland;46;Eidfjord;19;2005-05-02;2005-05-02;0,725;5,5;132;0,7;0,288;5;050.3A;
1554;Erfjord;Kraftverk;ERFJORD MIKROKRAFTVERK;992046376;Rogaland;11;Suldal;34;2008-08-25;2008-08-25;0,045;0,16;45;0,08;;2;035.8;
933;Ervik;Kraftverk;;;Møre og Romsdal;15;Volda;77;1997-01-01;1997-01-01;0,012;0,02;;;;3;094.61;
1930;Espeelvi;Kraftverk;ESPEELVI KRAFT AS;998805198;Vestland;46;Ullensvang;18;2018-05-09;2018-05-09;4,56;12;615;0,85;1,49;5;049.2A;
1695;Espeland;Kraftverk;BERGEN KOMMUNE;964338531;Vestland;46;Bergen;01;2012-05-08;2012-05-08;0,965;5;149,8;0,777;0,345;5;061.2AA2;
1831;Espeland;Kraftverk;ESPELAND MINIKRAFTVERK AS;913377400;Vestland;46;Hyllestad;37;2015-09-25;2015-09-25;0,27;0,92;113;0,2;0,25;3;080.4Z;
77;Evanger;Kraftverk;BKK PRODUKSJON AS;876944642;Vestland;46;Voss;21;1969-03-03;1969-03-03;330;1350,982;770;53,8;1,704;5;062.BA0;
1340;Evebøfossen;Kraftverk;GLOPPEN ENERGI AS;993039330;Vestland;46;Gloppen;50;1910-01-01;1910-01-01;0,38;3;6;8;;3;087.A121;
1312;Evenset;Kraftverk;;;Nordland;18;Bodø;04;2006-01-01;2006-01-01;0,08;0,33;;;;4;162.5;
78;Evenstad;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Agder;42;Froland;14;1904-03-03;1904-03-03;23,5;123,4488;17,3;175,92;0,039;2;019.B42;
1604;Fagerdalen;Kraftverk;FAGERDALEN KRAFTVERK AS;988198641;Vestland;46;Vaksdal;28;2007-10-01;2007-10-01;0,8;3,5;;;;5;063.A8Z;
1283;Fagerelva;Kraftverk;;;Vestland;46;Stad;49;2001-01-01;2001-01-01;0,035;0,1;;;;3;089.41;
79;Fagerli;Kraftverk;SKS PRODUKSJON AS;915637353;Nordland;18;Fauske %u2013 Fuossko;41;1975-06-01;1975-06-01;48;247,7921;231,69;24;0,556;4;164.D5;
1504;Fagerlid;Kraftverk;FAGERLID MINIKRAFTVERK AS;990281343;Vestland;46;Stad;49;2008-08-28;2008-08-28;0,32;1;;;;3;089.622Z;
538;Fagervollan;Kraftverk;HELGELAND KRAFT VANNKRAFT AS;917424896;Nordland;18;Rana;33;1990-09-01;1990-09-01;21;57,0834;227;7,4;0,69;4;157.1B5A;
1500;Fall;Kraftverk;VOKKS KRAFT AS;976550013;Innlandet;34;Søndre Land;47;2009-01-01;2009-01-01;5,5;19;;;;1;012.EC520;
80;Faslefoss;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Nord-Aurdal;51;1980-03-01;1980-03-01;17,8;77,3951;37,5;60,29;0,082;1;012.K;
1788;Fatland;Kraftverk;FATLAND KRAFT AS;999330061;Vestland;46;Kvinnherad;17;2014-02-25;2014-02-25;0,975;3,25;156,8;0,88;0,308;2;042.62Z;
1041;Fausa I;Kraftverk;STRANDA ENERGI AS;979951140;Møre og Romsdal;15;Stranda;25;1929-01-01;1929-01-01;0,78;3;;;;3;098.2A;
81;Fausa II;Kraftverk;STRANDA ENERGI AS;979951140;Møre og Romsdal;15;Stranda;25;1952-01-01;1975-01-01;7;44,1018;330;2,5;0,678;3;098.2A;
228;Fellesanlegget Kykkelsrud-Fossumfoss;Kraftverk;E-CO ENERGI AS;976894677;Viken;30;Indre Østfold;14;1963-01-01;1963-01-01;230;1241,042;27;1025;0,0623;1;002.B3;
82;Finndøla;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Vestfold og Telemark;38;Fyresdal;23;1972-10-28;1972-10-28;108;266,3612;298;42,97;0,698;2;019.DB22;
1469;Finnesetbekken;Kraftverk;FINNESETBEKKEN KRAFTVERK AS;993351326;Viken;30;Nesbyen;40;2011-04-27;2011-04-27;1,428;3,49;299,1;0,54;0,735;5;012.CC5;
83;Finså;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Agder;42;Sirdal;28;1963-01-01;1963-01-01;23;152,3353;298;8,9;0,671;2;026.D42;
84;Fiskefjord;Kraftverk;TROLLFJORD KRAFT AS;917983585;Nordland;18;Hadsel;66;1979-01-01;1979-01-01;1,5;5,4403;60;2,89;0,143;4;178.42A;
1936;Fiskløysa;Kraftverk;SMÅKRAFT GREEN BOND 1 AS;921075758;Trøndelag;50;Lierne;42;2018-09-27;2018-09-27;5,1;18,2;187,1;3,25;0,436;4;307.3AB2Z;
1063;Fiskå Mølle;Kraftverk;;;Rogaland;11;Strand;30;1984-01-01;1984-01-01;0,1;0,45;;;;2;033.1A;
85;Fivlemyr;Kraftverk;NORSK HYDRO RJUKAN NÆRINGSPARK;974283646;Vestland;46;Luster;44;1962-01-01;1962-01-01;2;7,6998;230;1,1;0,504;5;075.DB;
1327;Fjellanger;Kraftverk;FJELLANGER KRAFTVERK AS;987394005;Vestland;46;Vaksdal;28;2006-10-09;2006-10-09;0,8;3,15;100;;;5;063.A8Z;
1801;Fjellet;Kraftverk;LØVENSKIOLD-FOSSUM KRAFT AS;994200682;Vestfold og Telemark;38;Skien;07;2015-01-30;2015-01-30;4,3;15,5;183;2,7;0,442;2;016.AF;
1546;Fjellhaugen;Kraftverk;FJELLHAUGEN SKISENTER AS;962979327;Vestland;46;Kvinnherad;17;2008-09-15;2008-09-15;0,16;0,8;;;;2;042.B1;
1764;Fjelna;Kraftverk;NORDIC POWER AS;914341183;Trøndelag;50;Heim;55;2015-03-11;2015-03-11;4,83;17,3;82,5;7,5;0,179;3;113.A0;
86;Fjone;Kraftverk;SKAGERAK KRAFT AS;979563531;Vestfold og Telemark;38;Nissedal;22;1970-04-10;1970-04-10;50;135,126;258;22,51;0,616;2;019.F420;
87;Fjæremsfoss;Kraftverk;STATKRAFT ENERGI AS;987059729;Trøndelag;50;Trondheim ;01;1957-01-01;1957-01-01;18,8;70,3656;27;80,33;0,064;3;123.A5;
1358;Flaen Mølle;Kraftverk;;;Viken;30;Hurdal;37;2006-01-01;2006-01-01;0,021;0,1;;;;1;002.DAC3;
775;Flatenfoss 2;Kraftverk;ARENDALS FOSSEKOMPANI ASA;910261525;Agder;42;Åmli;17;1981-10-01;1981-10-01;5,5;35,8451;10,38;60;0,021;2;019.C22;
88;Flatenfoss 3;Kraftverk;ARENDALS FOSSEKOMPANI ASA;910261525;Agder;42;Åmli;17;2009-10-01;2009-10-01;7,1;46,2784;10,38;80;0,024;2;019.C22;
1241;Flatlandsåi;Kraftverk;VRÅDAL KRAFT AS;985780595;Vestfold og Telemark;38;Kviteseid;21;2006-01-03;2006-01-03;1,3;5,2;348;0,45;0,802;2;019.G;
1093;Flatråker;Kraftverk;;;Vestland;46;Tysnes;16;2003-01-01;2003-01-01;0,9;3,6;;;;2;054.6B;
89;Flittig;Kraftverk;LØVENSKIOLD FOSSUM KRAFT;982699614;Vestfold og Telemark;38;Skien;07;2017-06-01;1962-01-01;5,5;44,3;146;4,2;0,364;2;016.AC4;
769;Flørli;Kraftverk;LYSE PRODUKSJON AS;980335216;Rogaland;11;Sandnes;08;1999-01-01;1999-01-01;80;317,7538;755;12;1,852;2;031.2Z;
