Clave de Registro;Nombre de la Unidad de Producción;Estado;Dirección de la Unidad de Producción;Municipio de la Unidad de Producción;Provincia de la Unidad de Producción;Nombre del Titular de la Unidad de Producción;Dirección del Titular;Municipio del Titual;CPostal del Titular;Provincia del Titular;Participación, en %, del Titular en la Unidad de Producción;Nombre del 2º Propietario de la Unidad de Producción;Participación, en %, del 2º Propietario de la Unidad de Producción;Nombre del 3º Propietario de la Unidad de Producción;Participación, en %, del 3º Propietario de la Unidad de Producción;Nombre del 4º Propietario de la Unidad de Producción;Participación, en %, del 4º Propietario de la Unidad de Producción;Fecha de la puesta en servicio de la Unidad de Producción;Tipo de Unidad de Producción;Tecnología de la Unidad de Producción;Potencia Instalada en MW;Potencia Bruta Total en MW;Potencia Neta Total en MW;Tensión de Conexión de la Unidad de Producción en el Punto de Conexión;Nombre de la Empresa Propietaria de la red en la que tiene punto de conexión la Unidad de Producción;Nudo del punto de conexión de la Unidad de Producción;Nombre de la Unidad de Gestión Hidráulica (si es de tipo Hidráulica);Nombre del Río (si es de tipo Hidráulica);Nombre del Combustible más usado (si la Unidad es de tipo Térmica Clásica);Nombre del Combustible 2º más usado (si la Unidad es de tipo Térmica Clásica);Nombre del Combustible 3º más usado (si la Unidad es del tipo Térmica Clásica);Subsección;Denominación Ciclo Combinado;Mínimo Técnico Declarado;Modo de Funcionamiento;A (th/h);B (th/h.MW);C (th/h.MW2);A (th);B (horas);D (€/arranque);O&MVDi (€/MWh );Anotación al Margen
RO1-0314;PUENTE BIBEY 4;DEFINITIVO;Manzaneda;Manzaneda;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;02.04.1966 00:00;HIDRÁULICA;BOMBEO MIXTO;71,000;76,780;76,230;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST PUENTE BIBEY;SIL;BIBEY;;;;1;;;;;;;;;;;
RO1-0315;PUENTE BIBEY 5;DEFINITIVO;;Manzaneda;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.05.1964 00:00;HIDRÁULICA;EMBALSE;0,800;0,730;0,720;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST PUENTE BIBEY;SIL;BIBEY;;;;1;;;;;;;;;;;
RO1-0316;PUENTE CONGOSTO 1;DEFINITIVO;;Puente del Congosto;SALAMANCA;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1932 00:00;HIDRÁULICA;FLUYENTE;0,890;0,890;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH PUENTE DEL CONGOSTO;DUERO;TORMES;;;;1;;;;;;;;;;;
RO1-0317;PUENTELARRA 1;DEFINITIVO;;Lantarón;ARABA/ÁLAVA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;18.04.1969 00:00;HIDRÁULICA;FLUYENTE;1,170;1,170;;30,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST PUENTELARRA;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0318;PUENTELARRA 2;DEFINITIVO;;Lantarón;ARABA/ÁLAVA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;18.04.1969 00:00;HIDRÁULICA;FLUYENTE;1,170;1,170;;30,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST PUENTELARRA;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0319;PUENTELARRA 3;DEFINITIVO;;Lantarón;ARABA/ÁLAVA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;18.04.1969 00:00;HIDRÁULICA;FLUYENTE;1,170;1,320;1,210;30,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST PUENTELARRA;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0320;PUERTO SEGURO 1;DEFINITIVO;;Puerto Seguro;SALAMANCA;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1903 00:00;HIDRÁULICA;FLUYENTE;0,220;0,220;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH PUERTO SEGURO;DUERO;AGUEDA;;;;1;;;;;;;;;;;
RO1-0321;PUERTO SEGURO 2;DEFINITIVO;;Puerto Seguro;SALAMANCA;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1903 00:00;HIDRÁULICA;FLUYENTE;0,300;0,300;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH PUERTO SEGURO;DUERO;AGUEDA;;;;1;;;;;;;;;;;
RO1-0322;QUEILES I 1;DEFINITIVO;;Vozmediano;SORIA;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1909 00:00;HIDRÁULICA;FLUYENTE;0,240;0,240;;13,000;IBERDROLA GENERACION - ERZ DISTRIBUCION;CH QUEILES I;EBRO;QUEILES;;;;1;;;;;;;;;;;
RO1-0323;QUEILES I 2;DEFINITIVO;;Vozmediano;SORIA;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1969 00:00;HIDRÁULICA;FLUYENTE;1,080;1,080;;13,000;IBERDROLA GENERACION - ERZ DISTRIBUCION;CH QUEILES I;EBRO;QUEILES;;;;1;;;;;;;;;;;
RO1-0324;QUEILES II 1;DEFINITIVO;;Fayos (Los);ZARAGOZA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1909 00:00;HIDRÁULICA;FLUYENTE;0,460;0,460;;13,000;IBERDROLA GENERACION - ERZ DISTRIBUCION;CH QUEILES II;EBRO;QUEILES;;;;1;;;;;;;;;;;
RO1-0325;QUEILES II 2;DEFINITIVO;;Fayos (Los);ZARAGOZA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1909 00:00;HIDRÁULICA;FLUYENTE;0,460;0,460;;13,000;IBERDROLA GENERACION - ERZ DISTRIBUCION;CH QUEILES II;EBRO;QUEILES;;;;1;;;;;;;;;;;
RO1-0326;QUEILES II 3;DEFINITIVO;;Fayos (Los);ZARAGOZA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1909 00:00;HIDRÁULICA;FLUYENTE;0,460;0,460;;13,000;IBERDROLA GENERACION - ERZ DISTRIBUCION;CH QUEILES II;EBRO;QUEILES;;;;1;;;;;;;;;;;
RO1-0327;QUINTANA 1;DEFINITIVO;;Valle de Tobalina;BURGOS;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;29.07.1959 00:00;HIDRÁULICA;FLUYENTE;7,800;7,800;;132,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST QUINTANA;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0328;QUINTANILLA ESCALADA 1;DEFINITIVO;;Valle de Tobalina;BURGOS;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1900 00:00;HIDRÁULICA;FLUYENTE;0,360;0,360;;46,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH QUINTANILLA ESCALADA;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0329;QUINTANILLA ESCALADA 2;DEFINITIVO;;Valle de Tobalina;BURGOS;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1900 00:00;HIDRÁULICA;FLUYENTE;0,360;0,400;0,390;46,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH QUINTANILLA ESCALADA;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0330;RECAJO 1;DEFINITIVO;;Viana;NAVARRA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1931 00:00;HIDRÁULICA;FLUYENTE;0,620;0,620;;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR RECAJO;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0331;RECAJO 2;DEFINITIVO;;Viana;NAVARRA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1934 00:00;HIDRÁULICA;FLUYENTE;1,400;1,400;;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR RECAJO;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0332;RECAJO 3;DEFINITIVO;;Viana;NAVARRA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1942 00:00;HIDRÁULICA;FLUYENTE;1,400;1,630;1,610;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR RECAJO;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0333;LA RECUEJA 1;DEFINITIVO;;Alcalá del Júcar;ALBACETE;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;01.01.1921 00:00;HIDRÁULICA;FLUYENTE;1,920;1,920;;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR LA RECUEJA;JUCAR;JUCAR;;;;1;;;;;;;;;;;
RO1-0334;LA RECUEJA 2;DEFINITIVO;;Alcalá del Júcar;ALBACETE;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;01.01.1921 00:00;HIDRÁULICA;FLUYENTE;1,520;1,520;;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR LA RECUEJA;JUCAR;JUCAR;;;;1;;;;;;;;;;;
RO1-0335;REPRIMALA;DEFINITIVO;;Villalonga;VALENCIA;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;01.01.1926 00:00;HIDRÁULICA;FLUYENTE;0,340;0,340;;20,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH LA REPRIMALA;JUCAR;SERPIS;;;;1;;;;;;;;;;;
RO1-0336;LA RETORNA 1;DEFINITIVO;;Brieva de Cameros;LA RIOJA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1947 00:00;HIDRÁULICA;FLUYENTE;1,120;1,120;;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR LA RETORNA;EBRO;NAJERILLA;;;;1;;;;;;;;;;;
RO1-0337;LA RETORNA 2;DEFINITIVO;;Brieva de Cameros;LA RIOJA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1947 00:00;HIDRÁULICA;FLUYENTE;1,120;1,120;;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR LA RETORNA;EBRO;NAJERILLA;;;;1;;;;;;;;;;;
RO1-0339;RIBESALBES 1;DEFINITIVO;;Ribesalbes;CASTELLON;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1948 00:00;HIDRÁULICA;FLUYENTE;3,520;3,520;3,510;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR RIBESALBES;JUCAR;MIJARES;;;;1;;;;;;;;;;;
RO1-0340;RIBESALBES 2;DEFINITIVO;;Ribesalbes;CASTELLON;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1948 00:00;HIDRÁULICA;FLUYENTE;3,520;3,520;3,580;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR RIBESALBES;JUCAR;MIJARES;;;;1;;;;;;;;;;;
RO1-0341;RIO MUERTO 1;DEFINITIVO;;Archena;MURCIA;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;01.01.1922 00:00;HIDRÁULICA;FLUYENTE;0,140;0,140;;20,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH RIO MUERTO;JUCAR;SEGURA;;;;1;;;;;;;;;;;
RO1-0342;TORREJON 4;DEFINITIVO;Toril;Toril;CACERES;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;28.11.1966 00:00;HIDRÁULICA;BOMBEO MIXTO;32,400;34,170;33,660;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST TORREJON;TAJO;TAJO;;;;1;;;;;;;;;;;
RO1-0343;ALBENTOSA 1;DEFINITIVO;;San Agustín;TERUEL;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1932 00:00;HIDRÁULICA;FLUYENTE;6,000;6,000;;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR ALBENTOSA;JUCAR;MIJARES;;;;1;;;;;;;;;;;
RO1-0344;ALBENTOSA 2;DEFINITIVO;;San Agustín;TERUEL;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1932 00:00;HIDRÁULICA;FLUYENTE;6,000;6,000;;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR ALBENTOSA;JUCAR;MIJARES;;;;1;;;;;;;;;;;
RO1-0345;SAN MARTIN;DEFINITIVO;;Quiroga;LUGO;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.11.1986 00:00;HIDRÁULICA;EMBALSE;12,500;12,500;10,290;132,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST SAN MARTIN;SIL;SIL;;;;1;;;;;;;;;;;
RO1-0346;SAN ANTOLIN 1;DEFINITIVO;;Elgoibar;GIPUZKOA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1984 00:00;HIDRÁULICA;FLUYENTE;0,330;0,330;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH SAN ANTOLIN;EBRO;DEVA;;;;1;;;;;;;;;;;
RO1-0347;SAN CLODIO;DEFINITIVO;;Ribas de Sil;LUGO;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1970 00:00;HIDRÁULICA;EMBALSE;17,600;17,600;19,570;132,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST SAN CLODIO;SIL;SIL;;;;1;;;;;;;;;;;
RO1-0348;SAN CRISTOBAL 1;DEFINITIVO;;Chandrexa de Queixa;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1956 00:00;HIDRÁULICA;EMBALSE;5,500;5,500;6,050;132,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST SAN CRISTOBAL;SIL;NAVEA;;;;1;;;;;;;;;;;
RO1-0349;SAN CRISTOBAL 2;DEFINITIVO;;Chandrexa de Queixa;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1956 00:00;HIDRÁULICA;EMBALSE;5,500;5,500;6,310;132,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST SAN CRISTOBAL;SIL;NAVEA;;;;1;;;;;;;;;;;
RO1-0350;SAN ESTEBAN 1;DEFINITIVO;;Nogueira de Ramuín;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1957 00:00;HIDRÁULICA;EMBALSE;66,000;66,000;63,980;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST SAN ESTEBAN;SIL;SIL;;;;1;;;;;;;;;;;
RO1-0351;SAN ESTEBAN 2;DEFINITIVO;;Nogueira de Ramuín;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1956 00:00;HIDRÁULICA;EMBALSE;66,000;66,000;63,810;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST SAN ESTEBAN;SIL;SIL;;;;1;;;;;;;;;;;
RO1-0352;SAN ESTEBAN 3;DEFINITIVO;;Nogueira de Ramuín;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1955 00:00;HIDRÁULICA;EMBALSE;66,000;66,000;62,750;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST SAN ESTEBAN;SIL;SIL;;;;1;;;;;;;;;;;
RO1-0353;SAN ESTEBAN 4;DEFINITIVO;;Nogueira de Ramuín;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1955 00:00;HIDRÁULICA;EMBALSE;66,000;66,000;62,580;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST SAN ESTEBAN;SIL;SIL;;;;1;;;;;;;;;;;
RO1-0354;SAN ESTEBAN 5;DEFINITIVO;;Nogueira de Ramuín;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1955 00:00;HIDRÁULICA;EMBALSE;1,080;0,590;0,580;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST SAN ESTEBAN;SIL;SIL;;;;1;;;;;;;;;;;
RO1-0355;SAN ESTEBAN 6;DEFINITIVO;;Nogueira de Ramuín;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1957 00:00;HIDRÁULICA;EMBALSE;0,400;0,250;0,220;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST SAN ESTEBAN;SIL;SIL;;;;1;;;;;;;;;;;
RO1-0356;SAN FAUSTO 1;DEFINITIVO;;Valle de Yerri/Deierri;NAVARRA;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;01.01.1929 00:00;HIDRÁULICA;FLUYENTE;0,800;0,800;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH SAN FAUSTO;EBRO;UREDERRA;;;;1;;;;;;;;;;;
RO1-0357;SAN FAUSTO 2;DEFINITIVO;;Valle de Yerri/Deierri;NAVARRA;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;01.01.1929 00:00;HIDRÁULICA;FLUYENTE;1,800;1,800;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH SAN FAUSTO;EBRO;UREDERRA;;;;1;;;;;;;;;;;
RO1-0358;SAN JOSE 1;DEFINITIVO;;Haro;LA RIOJA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1915 00:00;HIDRÁULICA;FLUYENTE;0,280;0,280;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR HARO;EBRO;TIRON;;;;1;;;;;;;;;;;
RO1-0359;SAN JOSE 2;DEFINITIVO;;Haro;LA RIOJA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1915 00:00;HIDRÁULICA;FLUYENTE;0,280;0,280;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR HARO;EBRO;TIRON;;;;1;;;;;;;;;;;
RO1-0360;SAN MIGUEL 1;DEFINITIVO;;Manzaneda;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1958 00:00;HIDRÁULICA;FLUYENTE;0,200;0,200;;20,000;IBERDROLA GENERACION - UNION FENOSA DISTRIBUCION;ST SAN MIGUEL;SIL;SAN MIGUEL;;;;1;;;;;;;;;;;
RO1-0361;SAN MIGUEL 2;DEFINITIVO;;Manzaneda;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1958 00:00;HIDRÁULICA;FLUYENTE;0,400;0,400;;20,000;IBERDROLA GENERACION - UNION FENOSA DISTRIBUCION;ST SAN MIGUEL;SIL;SAN MIGUEL;;;;1;;;;;;;;;;;
RO1-0362;SAN PEDRO 1;DEFINITIVO;;Nogueira de Ramuín;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;03.12.1959 00:00;HIDRÁULICA;EMBALSE;16,000;16,000;17,210;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST SAN PEDRO;SIL;SIL;;;;1;;;;;;;;;;;
RO1-0363;SAN PEDRO 2;DEFINITIVO;;Nogueira de Ramuín;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;02.11.1960 00:00;HIDRÁULICA;EMBALSE;16,000;16,000;17,150;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST SAN PEDRO;SIL;SIL;;;;1;;;;;;;;;;;
RO1-0364;SAN ROMAN 1;DEFINITIVO;;Pereruela;ZAMORA;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1969 00:00;HIDRÁULICA;FLUYENTE;5,600;5,600;;46,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST SAN ROMAN;DUERO;DUERO;;;;1;;;;;;;;;;;
RO1-0365;SAN TIBURCIO;DEFINITIVO;;Sunbilla;NAVARRA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1955 00:00;HIDRÁULICA;FLUYENTE;1,360;1,360;;30,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH SAN TIBURCIO;EBRO;BIDASOA;;;;1;;;;;;;;;;;
RO1-0366;SANGÜESA;DEFINITIVO;;Sangüesa/Zangoza;NAVARRA;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;01.01.1968 00:00;HIDRÁULICA;FLUYENTE;0,660;0,660;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR SANGÜESA;EBRO;ARAGON;;;;1;;;;;;;;;;;
RO1-0367;SANTA TERESA 1;DEFINITIVO;;Pelayos;SALAMANCA;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1963 00:00;HIDRÁULICA;EMBALSE;10,500;10,500;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST SANTA TERESA;DUERO;TORMES;;;;1;;;;;;;;;;;
RO1-0368;SANTA TERESA 2;DEFINITIVO;;Pelayos;SALAMANCA;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1963 00:00;HIDRÁULICA;EMBALSE;10,500;10,500;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST SANTA TERESA;DUERO;TORMES;;;;1;;;;;;;;;;;
RO1-0369;SANTIAGO-JARES 1;DEFINITIVO;;Vilamartín de Valdeorras;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1967 00:00;HIDRÁULICA;EMBALSE;25,600;25,600;25,990;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST SANTIAGO;SIL;JARES;;;;1;;;;;;;;;;;
RO1-0370;SANTIAGO-JARES 2;DEFINITIVO;;Vilamartín de Valdeorras;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1968 00:00;HIDRÁULICA;EMBALSE;25,600;25,600;27,160;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST SANTIAGO;SIL;JARES;;;;1;;;;;;;;;;;
RO1-0371;SANTIAGO-SIL 1;DEFINITIVO;;Vilamartín de Valdeorras;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1968 00:00;HIDRÁULICA;EMBALSE;7,200;7,680;7,460;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST SANTIAGO;SIL;SIL;;;;1;;;;;;;;;;;
RO1-0372;SANTIAGO-SIL 2;DEFINITIVO;;Vilamartín de Valdeorras;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1969 00:00;HIDRÁULICA;EMBALSE;7,200;7,730;7,490;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST SANTIAGO;SIL;SIL;;;;1;;;;;;;;;;;
