name,eic_code,lat,lon
"TRANSFORMACION DE MATERIA VEGETAL, S.L. -TRAMAVE-",,,
"VIVEROS DEVADILLO, S.L.",,,
"FUNDICIONES DE VERA, S. A. (FUNVERA)",,,
CIUDAD AGROALIMENTARIA DE TUDELA S.L.U.,,,
BIOMETANIZACION EL CULEBRETE,,,
COGENERACION EN EDAR MOLINA DE SEGURA,,,
MICROGENERACION PABLO GOROSABEL,,,
COGENERACION COOPERATIVAS ORENSANAS,,,
PLANTA SOLAR TERMICA SOLNOVA 4,,,
UROLA,,,
COGENERACION LOS ARCOS,,,
LA FLORIDA,,,
POLIDEPORTIVO MUNICIPAL DE REKALDE,,,
PLANTA MECANIC-BIOLOGICA DE BOTARELL,,,
COGENERACIO HOTEL TERMES MONTBRIO,,,
POLIGENERACIO PARC DE LALBA ST-4,,,
COGENERACION MALPESA 3,,,
"INVERSIONES SETABENSES MOLLA, S.L.",,,
MOVIALSA V,,,
LAS ARENILLAS,,,
"EMBALAJES DE PAMPLONA, S.L.",,,
"PLANTA DE COGENERACION DE 1 MW DE AGRIMARTIN FERTILIZANTES, SL.",,,
"DELICATESSEN LA ERMITA, S.L.",,,
PLANTA BIOMASA BRIVIESCA,,,
CENTRAL LECHERA ZARZALEJO,,,
CADES PENEDES,,,
UNIDAD TRATAMIENTO LODOS DEPURADORAS DE LOECHES,,,
POLIDEPORTIVO USABAL,,,
ABOCADOR CONTROLAT CONSELL COMARCAL OSONA,,,
VERTEDERO DE CALAHORRA,,,
COESGA,,,
LAS TIENDAS,,,
COGENERACION PLANTA BIODIESEL ACOR,,,
EXTRESOL II,,,
MICROCOGENERACION FASAD,,,
COGENERACION PALMAS ALTAS (TRIGENERACION PALMAS ALTAS),,,
ALDEBARAN ENERGIA DEL GUADALQUIVIR S.L.,,,
CENTRAL HIDROELECTRICA LA LOMILLA,,,
GENERACION HTN,,,
COGENERACION GESBRICK,,,
COGENERACION BALNEARIO DE ARCHENA,,,
MANCHASOL-1,,,
CG PISCINES PICORNELL,,,
CH MITJANS,,,
"PAPELERA DE LA ALQUERIA, S.L.",,,
SARRIA I,,,
COGENERACION HC TUDELA ABONO,,,
LLANOS DE MOJANA,,,
PLANTA DE BIOMASA MIAJADAS,,,
CERAMICAS MILLAS E HIJOS II,,,
CENTRAL MINIHIDRAULICA FLUYENTE,,,
COGENERACION CERAMICA TUDELANA 2,,,
INSTALACION DE TRIGENERACION,,,
PALMA DEL RIO II,,,
LA PERLA DEL HENARES,,,
BIOENERGIA MENDI S.L.,,,
ELECOR,,,
AUTOPROMOCION 3C,,,
"ELECOR, S.A.U. PARC. 13.2",,,
CG CAN LLONG - CN SABADELL,,,
CG CAN LLONG - CN SABADELL,,,
DUET RUBI,,,
UNIDAD DE COGENERACION CG-6 PETRONOR-3,,43.326125,-3.107429
C.E.I.P. CASABLANCA,,,
C.H. DE REBOLLUELO,,,
PLANTA DE DIGESTIO ANEROBIA DE GRANOLLERS,,,
COGENERACIO URBASER,,,
MATALLANA DE TORIO,,,
MAJADAS,,,
PLANTA DE VALORACION DE RESIDUOS DE 500 KW DE POTENCIA EN VALL DUIXO,,,
"INDUSTRIAS CLIMBER, S.A.",,,
AGUSTIN BARRAL,,,
DIPUTACION FORAL DE GIPUZKOA-AZOKA,,,
PLANTA DE COGENERACION PORTAL EBRO,,,
PLANTA SOLAR TERMICA SOLAR TRES,,,
CG HOTEL LE MERIDIEN RA,,,
ELECTRICAS PASTOR,,,
EL CONGOSTO,,,
ACSOLAR 3,,,
CARRASCOSA,,,
CAN BUIXO,,,
MOLINO DE OITZ,,,
MANCHASOL-2,,,
GENERACION BIOGAS ALBACETE,,,
"DERIVADOS DEL COLAGENO, S.A. (DERCOSA)",,,
IMMODO ASPRONA VILLARROBLEDO_1-MARIA SANCHEZ,,,
BIOENERGIA ULTZAMA S.A.,,,
PLANTA DE TRATAMIENTO R.S.U. EL CAMPELLO,,,
MICROCAMOCHA,,,
HIDROELECTRICA SANTA TERESA - I,,,
BG EDAR VIC,,,
MINICENTRAL HIDROELECTRICA EN EL EMBALSE DE LAVERNE.,,,
REHABILITACION MINICENTRAL HIDROELECTRICA 90 KW Y DEPENDENCIAS ANEXAS PARA REFUGIO EXCURSIONISTAS EN,,,
PLANTA DE APROVECHAMIENTO DE LAS OLAS,,,
MICROCOGENERACION ANDROMEDA 5,,,
MICROVIPASA ROCES ACA 380,,,
MICROVIPASA ROCES ACA 390,,,
MICROVIPASA ROCES ACA 320,,,
MICROVIPASA ROCES ACA 330,,,
VERTEDERO DE R.S.U. DE VALDEPENAS,,,
EXPLOTACION PORCINA INTEGRAL,,,
C.H. SAHECHORES,,,
BIOMASA VERA Y GALLEGO,,,
CG CN MANRESA,,,
CG PISCINA JOAN SERRA,,,
PLANTA DE VALORIZACION ENERGETICA DE RESIDUOS INDUSTRIALES NO PELIGROSOS DEL RECICLAJE DEL PAPEL,,41.544164,-0.675767
PLANTA SOLAR TERMICA HELIOENERGY 1,,,
ANDASOL-3,,,
EDAR DE REUS BIOGAS,,,
PLANTA DE COGENERACION LUBRISUR,,,
PST PALMA DEL RIO I,,,
PLANTA DE CHIPEADO Y SECADO DE MADERA CON COGENERACION,,,
FOTOVOLTAICA ABELLAN 1 DE 20 KW DE ISIDRO ABELLAN JUSTE,,,
SANTA CRUZ 1,,,
SANTA CRUZ 2,,,
LA NAVITA,,,
PLANTA SOLAR TERMICA HELIOENERGY 2,,,
CENTRAL FOTOVOLTAICA EN MUIMENTA,,,
APROVECHAMIENTO HIDROELECTRICO EN EL RIO BARRA,,,
CG TORRASPAPEL,,,
CG MS-MT,,,
CG CN GRANOLLERS,,,
PISCINAS DE ALBELDA,,,
PST LEBRIJA I,,,
INSTALACION FOTOVOLTAICA EN CUBIERTA POLIDEPORTIVO A REIGOSA,,,
CG HOTEL CIUTAT GRANOLLERS ALPHA 16,,,
"PAPEL ARALAR, S.A.",,,
INSTALACION VALORIZACION ENERGETICA DEL BIOGAS DEL VERTEDERO DE VALDESEQUILLO,,,
VILLA ROMAN - 70,,,
QUINTANAR ALPHA 15,,,
C.H. MOLI FONDO,,,
PLANTA DE BIODIGESTION DE RESIDUOS AGROALIMENTARIOS EN CATI,,,
ENVASES URENA 2,,,
CG TB-HORTA,,,
ARCOSOL 50,,,
TERMESOL 50,,,
CENTRAL HIDROELECTRICA DEL HOSPITAL DE PARZAN,,,
UNIDAD DE COGENERACION N2,,37.577487,-0.917613
RESIDENCIA MARISTAS,,,
"COVER DESING, S.L.",,,
COGENERACION PRODUCTOS DEL OLIVAR,,,
CG LAMETLLA ALPHA 7,,,
BIOGAS EDAR MONTORNES,,,
CG ACCURA GAVA ALPHA 14,,,
MICROCOGENERACION ROCES RESIDENCIAL 360,,,
MICROLASCARBONERAS LUANCO,,,
"VIVIENDA Y SUELO DE EUSKADI, SA (VISESA)",,,
"VIVIENDA Y SUELO DE EUSKADI, SA (VISESA)",,,
"COGENER ALAVA, SA (POLIDEPORTIVO BAKH)",,,
COGENERACION HELADOS ALACANT,,,
COGENERACION BANERES,,,
MICROCOGENERACION COLEGIO MAYOR MENENDEZ PELAYO,,,
COGENERACION CARNICAS VILLAR,,,
COGENERACION SEGURIDAD SOCIAL PALENCIA,,,
COGENERACION LECHA GAZA,,,
COGENERACION 2MW LOS TRIVINOS,,,
PST SOLACOR 1,,,
CENTRAL HIDROELECTRICA 70 KW,,,
COGENERACION PERSAN,,,
BG MAS BES,,,
COGENERACION PAPERTECH ENERGIA,,,
COGENERACION SIEROLAM,,,
COGENERACION ARGAL,,,
PUERTO ERRADO 2,,,
BM NUFRI-5,,,
"BEFESA VALORIZACION DE AZUFRE, S.L.U.",,,
LINGEGAS 2,,,
VISESA,,,
COGENERACION LA PACHECA,,,
PST SOLACOR DOS,,,
JEVASO,,,
ENTREPINARES,,,
COGENERACION 999 KW LIASA,,,
COGENERACION RESIDENCIA MILAGROSA,,,
LA UNION COGENERACION,,,
COGENERACION SEFRAN BLENDS,,,
LA PILICA,,,
COGENERACION OLIMPIA,,,
CG CEM SISTRELLS ALPHA 21,,,
CG C.N. SANT FELIU DE LLOBREGAT,,,
BIOGAS CARBALLO BIOMETANIZACION,,,
COGENERACIO NAU INDITEX,,,
CG CEM ESTACIO DEL NORD,,,
"HIDROIGUNA, S.L. LUGAR DE YERA",,,
PLANTA COGENERACION COMPLEJO CUZCO,,,
BM DHC MARINA ZONA FRANCA BCN,,,
CG PAS POLINYA ALPHA 20,,,
BIOGAS ENUSA,,,
E-COGENERACION CABANILLAS,,,
BIKEGRAN ATARFE,,,
PLANTA DE BIOMETANIZACION DE RESIDUOS GANADEROS 500 KW,,,
CG PISCINA SALT,,,
"DERBY LIAZ, S.L.",,,
COG. NOVAFRIGSA,,,
HELIOS I,,,
SOLABEN 3,,,
CG AVICOSAN CORNELLA ALPHA 23,,,
CG HORTICULTURA BELLMUNT LLEIDA ALPHA 25,,,
COGENERACION EMBUTIDOS RODRIGUEZ,,,
COGENERACION TOMAS MARTIN,,,
COGENERACION PISCINAS AOIZ,,,
EL MESON,,,
COGENERACION ERTASA,,,
PLANTA COGENERACION 2 MW CON GASIFICACION,,,
CG CASTELLAR ALPHA 24,,,
BG TORRE SANTAMARIA,,,
ASTEXOL-2,,,
CTR SAN ROMAN DE LA VEGA,,,
BG DESEURAS,,,
"CENTRAL DE COGENERACION 500 KW DE ENERGIAS MARGUA, S.A. EN LAVANDERIAS DEL EBRO, S.A.",,,
PASEO DE LA ROSA,,,
ASTE 1A,,,
ASTE 1B,,,
HELIOS II,,,
SOLABEN 2,,,
COGENERACION INCUSA II,,,
COGENERACION CARTONAJES BERNABEU,,,
JUMISA 1,,,
PLANTA SOLAR TERMOELECTRICA MORON,,,
SOLUZ GUZMAN,,,
"MOLGAS COGENERACION GRACESA, S.A.",,,
MICROCOGENERACION PERSEO 14,,,
EXTRESOL 3,,,
COMPLEJO  POLIDEPORTIVO MUNICIPAL LA LECHERA,,,
PLANTA GENERACION EL GORGUEL FASE 3,,,
PLANTA GENERACION EL GORGUEL FASE 3,,,
PLANTA GENERACION EL GORGUEL FASE 3,,,
CONSOLL ORELLANA,,,
"ENCE ENERGIA HUELVA, S.L.U.",,37.307796,-6.861568
CENTRAL DE BIOGAS DEL VERTEDERO DE JEREZ,,,
SANCHEZ ROMERO CARVAJAL,,,
COGENERACION HOTEL BECQUER,,,
COGENERACION PISCINA REY JUAN CARLOS,,,
PLANTA TERMOSOLAR DE OLIVENZA-1,,,
COGENERACION EDIFICIO POLITECNICO - UNIVERSIDAD DE ALCALA,,,
MICROCOGENERACION GETAFE 9130,,,
MINICENTRAL HIDROELECTRICA 125 KW,,,
REHABILITACION DE MINICENTRAL HIDROELECTRICA 85 KW CENTRAL DE LA ROCA,,,
COGENERACION BUZTINTXURI,,,
MICROCOG. ACS EDIF. 56 VIVIENDAS,,,
MICROCOG. ACS EDIF. 27 VIVIENDAS,,,
CG MARINA BESOS,,,
CENTRAL TERMOSOLAR LA AFRICANA,,,
MOLGAS COGENERACION GRAINTO,,,
JGC DAIMIEL,,,
"MICROGENERACION C/ CHOPERA, 2",,,
TERMOSOLAR BORGES,,,
RESIDUOS SOLIDOS URBANOS DE JAEN S.A.,,,
"INMOBILIARIA BITXOR, S.L.",,,
"FERROVIAL SERVICIOS, S.A.",,,
NAVA 1,,,
COX. VALES CORUNA,,,
COGENERACION HIJOS DE FEDERICO LIS,,,
TERMOSOL-1,,,
COGENERACION MUSEO EVOLUCION HUMANA BURGOS,,,
"FERROVIAL SERVICIOS, S.A.",,,
"BILBAO KIROLAK-IMD, S.A.",,,
"GIPUZKOAKO URAK, S.A.",,,
CG FARMHISPANIA,,,
REHABILITACION MINICENTRAL 200 KW SALTO DE MEDIO HOSTAL DE LA TRUCHA,,,
"BIOMASA DE CANTABRIA, S.L.",,,
CG POLIESPORTIU SANT ILDEFONS,,,
PLANTA DE BIOMETANIZACION DE 350 KW,,,
COGENERACION OBLANCA,,,
EL MOLINO,,,
"UNILEVER FOODS INDUSTRIAL ESPANA, S.L.U.",,,
"COX. BELTAINE RENOVABLES, S.L.",,,
"COGENERACION 500 KW DE ROBLEGAL EXPLOTACIONES AGROPECUARIAS, SL",,,
MICRO RESIDENCIA MONTEPIO,,,
S.A.T. LOS RITAS,,,
COGENERACION MELENCHONES NORTE,,,
MICROCOGENERACION CARBAJAL,,,
CG NOEL (PLANTA II),,,
BG SVENDBORG PV VII,,,
CG HOSPITAL SANT RAFAEL,,,
GRUPO GENERADOR EN VERTEDERO R.S.U. DE LORCA,,,
PLANTA DE BIOMETANIZACION DE 350 KW,,,
TERMOSOL-2,,,
COGENERACION BERIOSKA,,,
AGRALCO S. COOP.,,,
MICROCOGENERACION CENTRO DEPORTIVO SIDECU,,,
BIOGAS DE SERVICIOS LA VEGA,,,
CH BARBENS,,,
MODULO ORC (CICLO ORGANICO RANKINE) PELLETS ASTURIAS,,,
INSTALACION DE COGENERACION PABELLON POLIDEPORTIVO VICENTE TRUEBA,,,
COGENERACION PARQUESUR,,,
PASEO IBAIALDE 313,,,
CG ARGAL,,,
CALLE JOSE M AZCONA 13 Y 15,,,
CALLE CAMINO DE GAZOLAZ 41,,,
CALLE CAMINO DE GAZOLAZ 39,,,
CENTRAL HIDROELECTRICA DE BERGANZO,,,
MINICENTRAL HIDROELECTRICA DE ENCINEDO,,,
TEJIDOS ROYO I,,,
MINICENTRAL DEL JALON DE REGIMEN FLUYENTE,,,
COGENERACION 999 KW PARA PRODUCCION DE AGUA FRIA EN PLANTA DE ABSORCION PARA INDUSTRIA FABRICACION M,,,
COGENERACION POLITECNICO UCLM CIUDAD REAL,,,
BIOGAS DE ALMENAR,,,
CG-BG DAMM EL PRAT,,,
MICROCOGENERACION PENAFIEL,,,
COGENERACION CENTRO DEPORTIVO RIO ESGUEVA,,,
CH DE TOMA,,,
CH DE TOMA,,,
SOLABEN 1,,,
PLANTA BIOMETANIZACION 250 KW GRANJA DE VES,,,
COX BIOMASA TRADO-PONTEDEVA,,,
CASABLANCA,,,
MICROGENERACION DE 20 KW DE HOTEL SANCHO ABARCA S. L.,,,
SOLABEN 6,,,
PST ARENALES,,,
BG INCINERADORA MATARO,,,
TRIGENERACION 1 MW DE SOLUTEX,,,
CENTRAL DE COXERACION COMPLEXO MEDIOAMBIENTAL DO BARBANZA,,,
CENTRAL SOLAR TERMOELECTRICA ENERSTAR VILLENA,,,
SOCIEDAD CONCESIONARIA R.U. VICALVARO,,,
SUNFLOWER ENERGIAS,,,
EGICAM PLAN JOVEN - MOSTOLES,,,
CENTRAL MICRO-HIDRAULICA EL QUIEBRE,,,
COGENERACION EMBUTIDOS RIOS,,,
PLANTA DE COGENERACION DEL HOSPITAL VIRGEN DE LAS NIEVES,,,
MINICENTRAL HIDROELECTRICA DE SAN ANDRES,,,
"ALBERTIA ETXEA, S.L.",,,
BIOMASA CIUDAD DEL MEDIO AMBIENTE,,,
BIOMASA CIUDAD DEL MEDIO AMBIENTE,,,
EGICAM PLAN JOVEN - GETAFE,,,
HIDROELECTRICA VILALLONGO,,,
CARTONAJES IZQUIERDO,,,
COGENERACION VIDAL BENEYTO,,,
PLANTA DE COGENERACION PLA DE BENET,,,
PLANTA COGENERACION PANTANET,,,
SOL PONIENTE 4 VIENTOS,,,
SOL PONIENTE LA NECA,,,
COGENERACION EDAR POBLA DE FARNALS,,,
CENTRAL HIDROELECTRICA PEARES II,,,
CENTRAL HIDROELECTRICA BELESAR II,,,
"COGENERACION ELPOZO 17,2 MW",,,
HERMANITAS DE ANCIANOS DESAMPARADOS,,,
COGENERACION SNIACE CARBON,,,
CG HOTEL ATENEA,,,
CG COMUNITAT DE PROPIETARIS,,,
"ENAGAS, S.A.",,,
"SOCIEDAD INMOBILIARIA IGUALATORIO MEDICO QUIRURGICO, S.A.",,,
PLANTA DE GENERACION ELECTRICA CON BIOMASA MERIDA 20 MW,,,
CENTRAL HIDROELECTRICA PRESA DE SIERRA BRAVA,,,
BG MAKASSAR PV IV,,,
EDIFICIO DE FRONTONES Y FEDERACIONES DEPORTIVAS (FRONTON DE MIRIBILLA),,,
COGENERACION PISCINA MUNICIPAL,,,
HARINERA LA PURA,,,
EL RESCANO,,,
HIDROESCARPS,,,
CG LAVADEROS EUROPA MARTORELL BETA 7,,,
CENTRAL HIDROELECTRICA DE VALDEGURRIANA,,,
CABISCOL II,,,
CTRU GONGORA NUEVO,,,
COGENERACION EMVISESA,,,
PLANTA DE GENERACION DE ENERGIA ELECTRICA DE 95 KW,,,
HIDROELECTRICA FASGAR,,,
CH LA MOURIENTE,,,
COGENERACION BIOGAS FUEL CELL,,,
REGASIFICACIO ENAGAS,,,
"CENTRAL COG. 1 MW DE ROLABO OUTSOURCING, S.L.",,,
MOLINO DE LUZ DE SEGURA DE TORO,,,
TOBERA DE ARRIBA,,,
COGENERACION KRAFT,,,
CENTRAL MICRO-HIDRAULICA C2BIS,,,
PLANTA EXPERIMENTAL DE BIOGAS XUSTAS,,,
MICROBENITO OTERO ROCES RESIDENCIAL,,,
MICRO VALPARAISO,,,
MICRO CESAR MAESE ALONSO 110,,,
IMDEA COGENERACION,,,
CENTRAL HIDROELECTRICA DE VADOMOJON,,,
COGENERACION AYUNTAMIENTO DE GUARDO,,,
CENTRAL HIDROELECTRICA IRUGURUTZETA,,,
CENTRAL HIDROELECTRICA IRUGURUTZETA,,,
CENTRAL HIDROELECTRICA IRUGURUTZETA,,,
MICRO CESAR MAESE ALONSO 400,,,
COGENERAC ION EDAR CIDACOS,,,
MOLINO DE PUENTE ALBA,,,
COGENERACIO TRIANGLE,,,
C.T.R.U. SALAMANCA,,,
BIOMASA RIBPELLET,,,
CH TORRE DE CABDELLA,,,
ABONO 1,18WABO1-12345-0X,43.554295,-5.720997
abono 2,,43.554295,-5.720997
SOTO RIBERA 3,18WSRI3-12345-0N,43.313101,-5.875677
TRILLO,18WTRL1-12345-0Y,40.699986,-2.62482
LA BARCA 1,,43.320954,-6.303835
LA BARCA 2,,43.320954,-6.303835
LA BARCA 3,,43.320954,-6.303835
FLORIDA 1,,,
FLORIDA 2,,,
FLORIDA 3,,,
LAVIANA 1,,,
LAVIANA 2,,,
LAVIANA 3,,,
LA MALVA 1,,,
LA MALVA 2,,,
LA MALVA 3,,,
LA MALVA 4,,,
MIRANDA 1,,43.330865,-6.204164
MIRANDA 2,,43.330865,-6.204164
MIRANDA 3,,43.330865,-6.204164
MIRANDA 4,,43.330865,-6.204164
PRIANES 1,,,
PRIANES 2,,,
PRIANES 3,,,
PROAZA 1,,43.248745,-6.017272
PROAZA 2,,43.248745,-6.017272
LA RIERA 1,,,
LA RIERA 2,,,
LA RIERA 3,,,
SALIME 1,,43.237264,-6.847748
SALIME 2,,43.237264,-6.847748
SALIME 3,,43.237264,-6.847748
SALIME 4,,43.237264,-6.847748
TANES 1,,43.221202,-5.427926
TANES 2,,43.221202,-5.427926
SAN ISIDRO 1,,,
SAN ISIDRO 2,,,
CANO 1,,,
CANO2,,,
MORELLA 1,,,
MORELLA 2,,,
ABARAN 1,,,
ABARAN 2,,,
"ACECA 1, CH",,,
"ACECA 2, CH",,,
"ACECA 3, CH",,,
ACERA DE LA VEGA 1,,,
ACERA DE LA VEGA 2,,,
ALBENTOSA 1,,,
ALBENTOSA 2,,,
ALCALA DEL JUCAR 1,,,
ALCALA DEL JUCAR 2,,,
ALDEADAVILA I 1,,41.209335,-6.686566
ALDEADAVILA I 2,,41.209335,-6.686566
ALDEADAVILA I 3,,41.209335,-6.686566
ALDEADAVILA I 4,,41.209335,-6.686566
CERNADO,,,
CHANDREJA 1,,,
CHANDREJA 2,,,
CHIRRISQUIN 1,,,
CHORRO DEL DUQUE,,,
CHULILLA 1,,,
CHULILLA 2,,,
CHULILLA 3,,,
CIRAT 1,,,
CIRAT 2,,,
COFRENTES 1,,39.246678,-1.094992
COFRENTES 2,,39.246678,-1.094992
COFRENTES 3,,39.246678,-1.094992
COLMENAR 1,,,
COLMENAR 2,,,
COMPUERTO 1,,,
COMPUERTO 2,,,
CONSO 1,,42.166873,-7.175245
CONSO 2,,42.166873,-7.175245
CONSO 3,,42.166873,-7.175245
CONTRERAS II 1,,39.542857,-1.50396
CONTRERAS II 2,,39.542857,-1.50396
CONTRERAS MIRASOL 1,,,
CONTRERAS MIRASOL 2,,,
CORTES II 1,,39.243581,-0.931709
CORTES II 2,,39.243581,-0.931709
CUERDA DEL POZO 1,,,
CUERDA DEL POZO 2,,,
EGUILLOR 1,,,
EGUILLOR 2,,,
EL AGUILA 1,,,
EL AGUILA 2,,,
EL BOSQUE 1,,,
EL BOSQUE 2,,,
EL CABILDO 1,,,
EL CABILDO 2,,,
EL CASTELLAR 1,,,
EL CASTELLAR 2,,,
EL CASTILLEJO 1,,,
EL CASTILLEJO 2,,,
"EL CORTIJO, GRUPO 1",,,
"EL CORTIJO, GRUPO 2",,,
"EL CORTIJO, GRUPO 3",,,
EL MENJU,,,
EL PICAZO 1,,,
EL PICAZO 2,,,
EL SOLVENTE 2,,,
EL TORCIDO,,,
ENDARLAZA,,,
FUENROSARIO,,,
GABRIEL Y GALAN,,40.221274,-6.133104
GESTALGAR 1,,,
GESTALGAR 2,,,
GRANADA 1,,,
GRANADA 2,,,
GUIJO DE GRANADILLA 1,,40.180133,-6.142519
GUIJO DE GRANADILLA 2,,40.180133,-6.142519
GUISTOLAS,,,
GURIEZO INFERIOR 1,,,
GURIEZO INFERIOR 2,,,
GURIEZO SUPERIOR 1,,,
ALDEADAVILA I 5,,41.209335,-6.686566
ALDEADAVILA I 6,,41.209335,-6.686566
ALDEADAVILA II 1,,41.209335,-6.686566
ALDEADAVILA II 2,,41.209335,-6.686566
ALLOZ 1,,,
ALLOZ 2,,,
ALMADENES 1,,,
ALMADENES 2,,,
ALMADENES 3,,,
ALMADENES 4,,,
AMBASAGUAS 1,,,
AMBASAGUAS 2,,,
AMBASAGUAS 3,,,
ANGUIANO 1,,,
ANGUIANO 2,,,
ANGUIANO 3,,,
ANTONANA 1,,,
ANTONANA 2,,,
ARCHENA,,,
ARENZANA 1,,,
ARENZANA 2,,,
ARIZMENDI,,,
ARRAMBIDE 1,,,
ARRAMBIDE 2,,,
ARRAMBIDE 3,,,
ARROLLANDIETA,,,
ARTESIAGA 1,,,
ARTESIAGA 2,,,
AZUTAN 1,,39.778883,-5.087189
AZUTAN 2,,39.778883,-5.087189
AZUTAN 3,,39.778883,-5.087189
BARAZAR 1,,43.089187,-2.74795
BARAZAR 2,,43.089187,-2.74795
BARAZAR 3,,43.089187,-2.74795
BATAN 1,,,
BATANEJO,,,
BENAGEBER 1,,,
BENAGEBER 2,,,
BERGANZO 1,,,
BERGANZO 2,,,
BERGANZO 3,,,
BERROCALILLO 1,,,
BERROCALILLO 2,,,
BOLINCHES,,,
BORBOLLON,,,
BUGARRA 1,,,
BUGARRA 2,,,
CABRIANA 1,,,
CABRIANA 2,,,
CABRIANA 3,,,
CABRIANA 4,,,
CANAVEROSA 1,,,
CANAVEROSA 2,,,
CANAVEROSA 3,,,
CASEDA 1,,,
CASEDA 2,,,
CASTRO I 1,,41.574809,-6.187723
CASTRO I 2,,41.574809,-6.187723
CASTRO II,,41.574809,-6.187723
CEDILLO 1,,39.66351,-7.540115
CEDILLO 2,,39.66351,-7.540115
CEDILLO 3,,39.66351,-7.540115
CEDILLO 4,,39.66351,-7.540115
CERNADILLA,,42.019332,-6.458704
HIDRO 1,,,
HIDRO 2,,,
HIJAR 1,,,
HIJAR 2,,,
"JOSE M ORIOL, GRUPO 1",,39.728815,-6.882479
"JOSE M ORIOL, GRUPO 2",,39.728815,-6.882479
"JOSE M ORIOL, GRUPO 3",,39.728815,-6.882479
"JOSE M ORIOL, GRUPO 4",,39.728815,-6.882479
LA GOSALVEZ,,,
LA GOTERA,,,
LA LOSA 1,,,
LA LOSA 2,,,
LA LOSA 3,,,
LA MANCHEGA,,,
LA MARMOTA 1,,,
LA MARMOTA 2,,,
LA MILAGROSA 3,,,
LA MUELA CORTES 1,18WMUEL-12345-03,39.243581,-0.931709
LA MUELA CORTES 2,18WMUEL-12345-03,39.243581,-0.931709
LA MUELA CORTES 3,18WMUEL-12345-03,39.243581,-0.931709
LA PEA 1,,,
LA PEA 2,,,
LA PEA 4,,,
LA RECUEJA 1,,,
LA RECUEJA 2,,,
LA RETORNA 1,,,
LA RETORNA 2,,,
LAS CUEVAS 1,,,
LAS CUEVAS 2,,,
LAS NORIAS 1,,,
LAS NORIAS 2,,,
LAS PORTAS 1,,,
LEIZA 1,,,
LEIZA 2,,,
LEIZARAN,,,
LORCHA,,,
LOS BATANEJOS,,,
LOS CANTOS 1,,,
LOS CANTOS 2,,,
LOS DORNAJOS 1,,,
LOS DORNAJOS 2,,,
LOS GAVILANES 1,,,
LOS GAVILANES 2,,,
LOS NUEVOS 1,,,
LOS NUEVOS 2,,,
LOS VILLANUEVAS 1,,,
LOS VILLANUEVAS 2,,,
LOS VILLANUEVAS 3,,,
LOZABIAN,,,
LUCAS DE URQUIJO 1,,,
LUCAS DE URQUIJO 2,,,
LUCAS DE URQUIJO 3,,,
LUCAS DE URQUIJO 4,,,
LUGAN 1,,,
LUGAN 2,,,
MANERU 1,,,
MANERU 2,,,
MANISES 1,,,
MANSILLA 1,,,
MANSILLA 2,,,
MENDARAZ 1,,,
MENDARAZ 2,,,
MILLER 1,,,
MILLER 2,,,
MILLER 3,,,
MONTEFURADO 1,,,
MONTEFURADO 2,,,
MONTEFURADO 3,,,
MORANCHEL 1,,,
MORANCHEL 2,,,
N S DEL AGAVANZAL 1,,,
N S DEL AGAVANZAL 2,,,
N S DEL AGAVANZAL 3,,,
NAJERILLA 1,,,
NAJERILLA 2,,,
OIZ 1,,,
OIZ 2,,,
OJER Y MARCOS,,,
ONDA 1,,,
ONDA 2,,,
ORONOZ 1,,,
ORONOZ 2,,,
PANZARES 1,,,
PANZARES 2,,,
PEDRALBA 1,,,
PEDRALBA 2,,,
PENADEGUI 1,,,
PESQUERUELA 1,,,
PESQUERUELA 2,,,
PICOAGA 1,,,
PICOAGA 2,,,
PLAZAKOLA,,,
PONTENOVO 1,,,
PONTENOVO 2,,,
PONTENOVO 3,,,
PONTENOVO 4,,,
PORTLUX 1,,,
PORTLUX 2,,,
PUENTE BIBEY 1,,42.263793,-7.387519
PUENTE BIBEY 2,,42.263793,-7.387519
PUENTE BIBEY 3,,42.263793,-7.387519
PUENTE BIBEY 4,,42.263793,-7.387519
PUENTE BIBEY 5,,42.263793,-7.387519
PUENTE CONGOSTO 1,,,
PUENTELARRA 1,,,
PUENTELARRA 2,,,
PUENTELARRA 3,,,
PUERTO SEGURO 1,,,
PUERTO SEGURO 2,,,
QUEILES I 1,,,
QUEILES I 2,,,
QUEILES II 1,,,
QUEILES II 2,,,
QUEILES II 3,,,
QUINTANA 1,,,
QUINTANILLA ESCALADA 1,,,
QUINTANILLA ESCALADA 2,,,
RECAJO 1,,,
RECAJO 2,,,
RECAJO 3,,,
REPRIMALA,,,
RIBESALBES 1,,,
RIBESALBES 2,,,
RICOBAYO 1,,41.525803,-5.983969
RICOBAYO 2,,41.525803,-5.983969
RICOBAYO 3,,41.525803,-5.983969
RICOBAYO 4,,41.525803,-5.983969
RICOBAYO II 1,,41.526915,-5.986633
RINCON DEL DUQUE 1,,,
RINCON DEL DUQUE 2,,,
RIO MUERTO 1,,,
SAN ANTOLIN 1,,,
SAN CLODIO,,,
SAN CRISTOBAL 1,,,
SAN CRISTOBAL 2,,,
SAN ESTEBAN 1,,42.41433,-7.649695
SAN ESTEBAN 2,,42.41433,-7.649695
SAN ESTEBAN 3,,42.41433,-7.649695
SAN ESTEBAN 4,,42.41433,-7.649695
SAN ESTEBAN 5,,42.41433,-7.649695
